,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,+/-(-log10),signature
METTL18,235.1049979,0.129320709,0.497929615,0.259716846,0.795082197,0.942065278,0.025919003,
FXR2,2117.668651,0.129419816,0.41479219,0.312011216,0.755031999,0.926346297,0.03322663,
CXorf23,327.5966425,0.129695084,0.452064547,0.286895057,0.774192675,0.933991838,0.029656919,
VCPIP1,1123.555576,0.129880558,0.433759056,0.299430194,0.764611827,0.929771572,0.031623736,
IMPDH1,3332.709649,0.130159208,0.476746488,0.273015557,0.784841257,0.937862684,0.027860744,
LTV1,1364.367208,0.130413448,0.318238527,0.409797799,0.681954281,0.895988866,0.047697387,
SDC2,797.1530893,0.130499549,1.422400182,0.091746016,0.926899836,0.979791221,0.008866456,
CCNE1,442.4390766,0.130592653,0.705149663,0.18519849,0.853073353,0.961491067,0.017054746,
MTPN,8318.362722,0.130704491,0.466247543,0.280332826,0.779222168,0.936447177,0.028516715,
MELK,1697.687509,0.130936071,0.663730211,0.197273031,0.843613883,0.958869253,0.018240607,
GIPC1,5467.96198,0.131031038,0.463189989,0.282888319,0.777262449,0.935998085,0.02872504,
JKAMP,1666.396186,0.13108843,0.325015126,0.403330243,0.686705296,0.897842553,0.046799815,
MAP3K7,2082.700559,0.131379334,0.307305969,0.427519631,0.66900089,0.890481399,0.050375148,
MUL1,1841.558071,0.1314509,0.421005293,0.312230991,0.754864981,0.926346297,0.03322663,
HMBOX1,493.519444,0.13145883,0.58254208,0.225664092,0.821462688,0.950901584,0.021864429,
CD276,3352.939622,0.131498621,0.538145667,0.244355069,0.806955837,0.94612709,0.024050522,
ZSWIM1,511.8198705,0.131530426,0.483517892,0.272028043,0.785600457,0.937862684,0.027860744,
PKD1P6,800.8409489,0.131718945,0.613739678,0.214616962,0.830065968,0.955875485,0.019598676,
RP11-568K15.1,414.2162161,0.131747086,0.973191808,0.135376279,0.892314378,0.971000517,0.012780539,
ZFP64,1327.138669,0.131754423,0.428210658,0.307685997,0.758321276,0.927898698,0.032499435,
NR2C2AP,761.8782798,0.13177416,0.43969223,0.299696359,0.764408776,0.929771572,0.031623736,
MRPL3,4311.600582,0.131997808,0.368163209,0.358530687,0.719946207,0.909763029,0.041071716,
VDAC3,3128.871566,0.132145553,0.427558993,0.309069756,0.757268465,0.927191393,0.032830609,
ABL2,7351.905166,0.13240624,0.520087655,0.254584471,0.799044055,0.944139598,0.024963787,
RPAP2,586.8419481,0.132432579,0.480733878,0.275480023,0.782947472,0.937862684,0.027860744,
CCNG1,3238.592493,0.132483011,0.470448748,0.281609871,0.77824267,0.936362055,0.028556194,
IRF7,374.4860895,0.132721383,0.832287513,0.159465787,0.873301911,0.966322323,0.014877988,
CHAF1B,1271.994728,0.132741243,0.633950623,0.209387354,0.834145864,0.956989149,0.019092987,
HSPH1,7805.640011,0.132797148,0.534460602,0.248469481,0.80377118,0.945336455,0.024413594,
HERC3,734.5166733,0.133023635,0.509855131,0.260904769,0.794165947,0.941665813,0.026103196,
METTL2B,1552.546455,0.13309008,0.489390018,0.27195095,0.785659735,0.937862684,0.027860744,
NPM1,48029.99298,0.133170968,0.473181865,0.281437177,0.778375107,0.936416879,0.028530767,
AKAP9,2442.736006,0.133408159,0.588483939,0.226698045,0.820658547,0.95066667,0.021971732,
KRBOX4,495.5573546,0.133658748,0.413711435,0.323072404,0.746640409,0.922263766,0.035144853,
RFWD2,1451.563079,0.134067702,0.398678844,0.336279951,0.736659767,0.917309427,0.037484143,
SRI,2130.071133,0.134281788,0.510085599,0.26325344,0.792355244,0.940865083,0.026472649,
RBM3,8456.297358,0.134606398,0.454609237,0.296092529,0.76715942,0.930760417,0.031162095,
CCM2,1499.143929,0.134608111,0.538167962,0.250122861,0.802492337,0.944995555,0.024570234,
SV2A,2365.411488,0.134632297,0.718700952,0.187327284,0.851404032,0.961270724,0.017154284,
C11orf95,929.3981233,0.134793344,0.444118363,0.303507702,0.761502978,0.929696053,0.031659013,
DLEU1,628.524894,0.13486051,0.590156376,0.228516568,0.819244677,0.949837827,0.022350539,
RALY,7347.618676,0.135057776,0.377684538,0.357594136,0.720647068,0.909763029,0.041071716,
TMEM80,429.3851735,0.135166461,0.566600948,0.238556715,0.811449333,0.947367738,0.023481409,
PLA2G12A,991.1835291,0.135195289,0.545077907,0.248029294,0.804111741,0.945336455,0.024413594,
WBSCR16,1141.340181,0.135315898,0.569777672,0.237488945,0.812277495,0.947367738,0.023481409,
CRTC2,2034.608193,0.135371208,0.29644857,0.456643148,0.647927561,0.882881846,0.054097413,
ATAD3B,1230.706116,0.135376426,0.600678895,0.22537237,0.821689605,0.950983076,0.021827212,
ATG3,2068.081554,0.135438942,0.352993022,0.383687307,0.701210222,0.902932877,0.044344533,
DCUN1D5,1828.631368,0.135453654,0.556409021,0.243442592,0.807662553,0.946295177,0.023973373,
MAP3K3,1895.458111,0.135457148,0.381105983,0.3554317,0.722266204,0.910185873,0.040869909,
ATP5J,1309.206754,0.135843774,0.453213351,0.299734713,0.764379518,0.929771572,0.031623736,
GOLGA8A,929.9050119,0.135865716,0.941387438,0.144324972,0.88524386,0.968652362,0.013832058,
ZNF326,1625.587992,0.135915857,0.388002776,0.350296094,0.726116496,0.910851554,0.040552396,
MXD4,1299.832098,0.135961508,0.641991795,0.211780756,0.832278082,0.956589074,0.019274584,
SMIM4,581.6387772,0.136065511,0.528501527,0.257455284,0.79682733,0.943124464,0.02543099,
CEP135,622.4100683,0.136125034,0.565354337,0.240778262,0.809726979,0.946928812,0.023682669,
GSS,3171.783038,0.1361558,0.387182847,0.351657625,0.725095044,0.910185873,0.040869909,
TBCEL,780.7669794,0.136247808,0.504527712,0.270050198,0.787121636,0.938775852,0.02743809,
PSMF1,4028.518011,0.136487052,0.367344892,0.371550155,0.710227807,0.906763661,0.042505893,
TRAF6,439.6729668,0.136511391,0.363102714,0.375958056,0.706948078,0.904730053,0.043480983,
LSM4,3711.167409,0.136657776,0.329922062,0.414212301,0.678718634,0.894426825,0.048455184,
FNIP1,1333.88137,0.136961587,0.351848317,0.389263159,0.697081486,0.90206649,0.04476145,
DGKG,390.9897275,0.137013163,0.719700469,0.190375258,0.849015084,0.960857876,0.017340846,
PTBP3,3098.895076,0.137030345,0.423396125,0.323645723,0.746206268,0.922263766,0.035144853,
ABHD12,3276.073836,0.137145867,0.465732898,0.294473222,0.768396323,0.931003635,0.031048623,
H1F0,22334.07687,0.13723598,1.135247169,0.120886432,0.903780989,0.974951129,0.011017153,
KATNBL1,828.4589036,0.137408098,0.462997576,0.296779303,0.766635008,0.93069794,0.031191247,
TAF4B,708.2282354,0.137547777,0.519624962,0.264705868,0.791236056,0.940540888,0.02662232,
SETD9,212.9179632,0.137576003,0.590477723,0.232991014,0.815768384,0.948816413,0.022817811,
RBL1,1034.66493,0.137631145,0.612006835,0.22488498,0.822068754,0.951160255,0.021746306,
RLIM,2684.104224,0.137683492,0.969946105,0.141949631,0.887119791,0.968652362,0.013832058,
WNK1,9463.713355,0.138316998,0.320368287,0.431743725,0.665927684,0.889573468,0.050818179,
LNX1,34.35217136,0.138442017,0.725616626,0.190792234,0.848688373,0.960852216,0.017343404,
ZNF436,552.0686058,0.138779126,0.525167622,0.264256821,0.79158203,0.94061414,0.026588497,
ERCC3,2700.509456,0.138833979,0.254295676,0.545954933,0.585096916,0.851875119,0.069624066,
AP5M1,1157.208307,0.138970328,0.346474353,0.401098456,0.688347638,0.89819724,0.046628284,
PRKRA,1238.456448,0.13909024,0.426634245,0.326017524,0.744411097,0.921558423,0.035477127,
CLIP1,7155.946406,0.139276838,0.473929752,0.293876544,0.768852242,0.931067397,0.031018881,
UBA1,16311.59158,0.139279618,0.383421795,0.363254306,0.716414924,0.90941968,0.041235652,
MED25,1511.976252,0.139455375,0.443725904,0.3142827,0.753306336,0.926080285,0.033351361,
ZNF462,947.551088,0.139733912,0.403677935,0.346151969,0.729228509,0.91283943,0.039605609,
THRAP3,8787.877664,0.139942928,0.384988824,0.363498677,0.716232401,0.90929082,0.041297193,
PPME1,2626.463433,0.140032351,0.514039589,0.2724155,0.785302556,0.937862684,0.027860744,
RNF31,998.3213788,0.140214397,0.371526749,0.377400543,0.705875964,0.904730053,0.043480983,
SPG7,2429.525703,0.140405647,0.481012538,0.291896023,0.770366124,0.931954537,0.030605273,
SLC39A14,8474.552148,0.140757648,0.31877195,0.441562214,0.658806032,0.885881053,0.052624587,
MAGEF1,2115.354092,0.140819651,0.493979299,0.285071968,0.775589006,0.934506125,0.029417848,
NUBP2,1923.512244,0.140906362,0.330257576,0.426655955,0.669629935,0.890813458,0.05021323,
KDM2B,1408.284206,0.140916528,0.412214627,0.341852324,0.73246203,0.914913372,0.038620025,
C11orf54,467.1906843,0.141022138,0.784184061,0.179832957,0.857283709,0.961649356,0.016983255,
DTD2,542.5428587,0.141134836,0.535107725,0.263750325,0.791972314,0.940764407,0.026519122,
ATMIN,2423.764814,0.141336983,0.649651975,0.217557998,0.827773513,0.954650656,0.020155525,
NPTN,2974.071241,0.141581103,0.276654988,0.511760529,0.608818618,0.865380131,0.06279308,
DUSP12,1222.879949,0.141715,0.449805846,0.315058155,0.752717499,0.925625359,0.033564756,
TSG101,2528.839502,0.14179972,0.265222961,0.534643455,0.592896429,0.85603916,0.067506368,
ERAL1,1482.475848,0.141858115,0.424412202,0.33424608,0.738193875,0.918064647,0.037126736,
TRIM3,792.3660284,0.141878976,0.37226587,0.381122707,0.703112199,0.904240188,0.043716195,
NOL6,3553.135344,0.142230434,0.42795924,0.332345749,0.739628198,0.918597863,0.036874569,
SYF2,3054.809683,0.142501723,0.50516388,0.282090088,0.777874433,0.936362055,0.028556194,
KDM4A,2922.639963,0.142805723,0.456376492,0.312912092,0.75434745,0.926346297,0.03322663,
CLK2,2093.222406,0.142996998,0.481853891,0.296764228,0.766646517,0.93069794,0.031191247,
MIR663A,220.9051069,0.143034942,0.908457712,0.157448101,0.874891707,0.967173952,0.014495409,
ATAD3A,1658.533919,0.143100361,0.393658438,0.363514018,0.716220943,0.90929082,0.041297193,
AKAP13,2474.305437,0.143149922,0.817816879,0.17503909,0.861048918,0.963140957,0.016310149,
SRRT,6805.928042,0.14315274,0.398448439,0.359275444,0.719389043,0.909717318,0.041093538,
TMEM242,631.7084835,0.143274457,0.499513259,0.286828136,0.774243918,0.933991838,0.029656919,
ATP5F1,5361.646445,0.143364723,0.385005073,0.372370999,0.709616644,0.906716168,0.04252864,
RAB3D,254.3637472,0.143456291,0.886178198,0.16188199,0.871398785,0.966319243,0.014879372,
SMPD4,2885.532662,0.14355507,0.239563084,0.599237029,0.549014833,0.832733908,0.079493751,
TRUB2,1830.745396,0.14365642,0.425309565,0.337769077,0.735537214,0.916558825,0.037839657,
UXS1,2047.040053,0.143671579,0.476642075,0.301424457,0.763090847,0.929734578,0.031641017,
ABCF2,6169.318369,0.143714432,0.492380324,0.29187688,0.770380762,0.931954537,0.030605273,
TSEN54,844.2781019,0.143868959,0.503711093,0.285618007,0.77517071,0.934506125,0.029417848,
MRPS34,2913.614553,0.144001337,0.343470545,0.419253818,0.675030644,0.89283982,0.049226449,
PFKL,7416.034818,0.144006002,0.538860272,0.267241824,0.789282976,0.940001422,0.026871489,
PPIL2,2383.393781,0.144127439,0.289909002,0.497147167,0.619085275,0.870685352,0.060138762,
PANK2,1660.782581,0.144313571,0.424633814,0.339854167,0.733966354,0.915616397,0.038286439,
NCAPD2,11381.74857,0.144876052,0.902910756,0.160454454,0.872523097,0.966322323,0.014877988,
ACAP3,2042.924856,0.14499913,0.363418999,0.398986103,0.689903444,0.898993585,0.046243407,
LRP11,1278.350373,0.145045508,0.425722723,0.340704173,0.733326297,0.915093451,0.038534553,
INO80E,1533.678141,0.145115144,0.466448082,0.311106745,0.755719474,0.926446385,0.033179709,
PGGT1B,556.7749561,0.145213079,0.470951394,0.308339844,0.757823751,0.927505832,0.032683351,
MAN2C1,3558.033546,0.145563561,0.518639576,0.280664199,0.77896797,0.936447177,0.028516715,
AHNAK2,3828.905482,0.145630022,1.378001286,0.105682065,0.91583461,0.978119883,0.009607913,
FRG1B,900.5161314,0.145681263,0.823216736,0.176965866,0.859535201,0.962402511,0.016643253,
EPS15L1,1701.802439,0.145816448,0.433869282,0.336083825,0.736807656,0.917309427,0.037484143,
COA1,2517.595799,0.145834608,0.407478673,0.35789507,0.72042184,0.909763029,0.041071716,
RPIA,953.6525023,0.146214056,0.501787797,0.291386232,0.770755943,0.93222695,0.030478346,
HMGCL,1194.902618,0.146339621,0.350623943,0.41736916,0.676408409,0.893547699,0.048882259,
MGRN1,3300.503811,0.146356026,0.354292708,0.413093531,0.679538089,0.894867935,0.048241053,
BAG1,1515.212106,0.146361331,0.339469772,0.431146874,0.66636158,0.889892746,0.050662333,
TCP1,5782.180442,0.14643063,0.324838707,0.450779501,0.652148477,0.883599035,0.053744767,
AP000525.9,490.8157264,0.146502578,0.763709371,0.191830274,0.847875156,0.960543948,0.01748276,
MPP6,765.1996282,0.146525999,0.529939432,0.276495747,0.782167326,0.937862684,0.027860744,
BSDC1,3235.263029,0.14654354,0.513980969,0.285114719,0.775556253,0.934506125,0.029417848,
DGKE,73.13322388,0.147329422,1.072848201,0.137325506,0.890773511,0.969894423,0.013275538,
CCDC85C,759.0086746,0.147339328,0.622696669,0.236614929,0.812955537,0.947516989,0.023412994,
TBC1D1,1893.995313,0.147351732,0.658065416,0.223916541,0.822822245,0.95141214,0.021631311,
UTP15,1010.5803,0.147490401,0.411270041,0.358621796,0.719878039,0.909763029,0.041071716,
ZFPM1,283.2632001,0.14756663,0.764204792,0.193098278,0.846882001,0.95985623,0.017793812,
AC020571.3,62.82710698,0.147663564,1.549114782,0.095321254,0.924059661,0.979651129,0.008928557,
RPGR,566.1467584,0.147796276,0.532085124,0.277768104,0.781190377,0.937368124,0.028089819,
COPG2,724.7726828,0.148390026,0.602823322,0.246158402,0.805559615,0.945718716,0.024238016,
ZNF512B,3273.740267,0.148399295,0.615082416,0.241267335,0.809347926,0.946793124,0.023744905,
KIAA2018,807.1118157,0.148554388,0.604112237,0.245905278,0.805755558,0.945718716,0.024238016,
ZRSR2,621.9151426,0.148938161,0.3909332,0.380981101,0.703217272,0.904240188,0.043716195,
MAPK6,3714.168988,0.148976746,0.467617987,0.318586432,0.750040143,0.924374438,0.034152073,
ZC2HC1A,435.0599046,0.149295913,0.494727866,0.30177381,0.762824497,0.929734578,0.031641017,
RDH10,531.938924,0.149456359,0.718581101,0.207988157,0.835238215,0.957043788,0.019068191,
DEF6,846.1329924,0.149494782,1.21585896,0.122954049,0.902143486,0.974804274,0.011082575,
COX11,1752.759305,0.149542308,0.329448897,0.453916552,0.64988889,0.88307756,0.054001151,
MAP1S,1492.024326,0.149613191,0.39581956,0.377983319,0.705442986,0.904730053,0.043480983,
PSMD3,6468.80872,0.149654917,0.396066892,0.377852631,0.705540073,0.904730053,0.043480983,
ACLY,10988.34587,0.149787632,0.328869487,0.455462236,0.64877673,0.88298728,0.054045552,
RNF166,612.0622872,0.149832115,0.581515729,0.257657888,0.79667095,0.943124464,0.02543099,
AK5,556.4758715,0.150428761,1.252973213,0.120057444,0.904437643,0.974951129,0.011017153,
GTPBP4,4241.059918,0.150637737,0.342255521,0.44013238,0.659841231,0.886300682,0.052418917,
IRAK4,697.177109,0.150727487,0.333968298,0.451322738,0.651756959,0.883599035,0.053744767,
NT5C3A,1353.970243,0.150869486,0.529890884,0.284718025,0.77586018,0.934652383,0.029349883,
WDR77,763.7708674,0.150929325,0.504025327,0.299447899,0.76459832,0.929771572,0.031623736,
EEA1,2581.550599,0.151019318,0.403187247,0.374563728,0.707984953,0.905468975,0.043126426,
CPSF3,2162.778671,0.15103941,0.354276478,0.426332031,0.669865921,0.890813458,0.05021323,
AC104135.3,575.6206884,0.151294886,0.770803494,0.196282045,0.844389414,0.959217731,0.018082802,
CYFIP1,4861.416557,0.151450515,0.319140938,0.47455684,0.635102876,0.878319489,0.05634748,
VPS36,2174.378911,0.15152243,0.472780541,0.320492104,0.748595315,0.923577148,0.034526821,
ATG4B,2277.305917,0.151563267,0.416506669,0.363891572,0.715938978,0.90929082,0.041297193,
SNX13,2030.542613,0.151887718,0.514129816,0.295426783,0.767667876,0.930760417,0.031162095,
PCGF1,851.0652168,0.152038515,0.408666133,0.372036003,0.709866044,0.906753911,0.042510562,
CC2D1B,2443.766386,0.152176371,0.353221554,0.430824137,0.666596248,0.889892746,0.050662333,
DAD1,3751.002303,0.152283593,0.328323925,0.463821188,0.642775862,0.881400042,0.054826933,
RSBN1L-AS1,424.5186095,0.152370846,0.645335841,0.236110931,0.813346592,0.947576042,0.023385928,
ZNF205,379.2641911,0.152422618,0.433728344,0.351424158,0.725270161,0.910249203,0.040839693,
TRIM69,663.1671434,0.15282212,0.50798935,0.300837251,0.763538601,0.929734578,0.031641017,
FAM58A,644.5005386,0.152985325,0.560544259,0.272922828,0.784912538,0.937862684,0.027860744,
ARMC10,1804.86391,0.153032425,0.606655694,0.252255813,0.80084334,0.944274454,0.024901759,
ADCY6,2907.979738,0.153136079,0.437830713,0.349760935,0.726518119,0.911241932,0.040366304,
CASP7,533.5181782,0.153201456,0.751796114,0.20378059,0.838524961,0.95786387,0.018696208,
DDB2,1491.533772,0.153561634,0.665620591,0.230704453,0.817544414,0.949359213,0.022569431,
SRRM2,25889.54402,0.153582955,0.354412595,0.433345081,0.664764092,0.888974466,0.051110713,
TP53I3,341.3840718,0.153626777,0.610324679,0.251713199,0.801262754,0.944429282,0.024830556,
BCYRN1,1054.828552,0.153842055,1.034850563,0.148661131,0.881821034,0.968546032,0.013879734,
TPP2,2144.039712,0.154069234,0.448002128,0.343902906,0.730919306,0.914495945,0.038818216,
TLK1,2006.923726,0.154225204,0.514839432,0.299559813,0.764512942,0.929771572,0.031623736,
SETD6,701.3845793,0.154257384,0.809416841,0.190578421,0.848855898,0.960857876,0.017340846,
CNIH,3916.752673,0.154525763,0.415351782,0.372035874,0.70986614,0.906753911,0.042510562,
CLTA,5694.356492,0.154633382,0.424113964,0.364603374,0.715407496,0.909260527,0.041311662,
TNPO1,12678.35229,0.154751131,0.237114386,0.652643369,0.513986219,0.811076388,0.090938242,
TOMM70A,4193.10937,0.154844941,0.372476968,0.415716821,0.677617231,0.893677813,0.048819024,
ZNF398,865.8275473,0.155172971,0.412551693,0.376129764,0.706820428,0.904730053,0.043480983,
UBR3,1663.529839,0.155313218,0.356372757,0.435816752,0.662969688,0.88785999,0.051655515,
ZNF557,260.7400156,0.155359827,0.6588112,0.235818436,0.813573562,0.947593644,0.023377861,
ZNF623,1307.312258,0.155514872,0.459208242,0.338658713,0.734866847,0.916258592,0.03798194,
RPS19,29989.24025,0.155564736,0.395149184,0.393686087,0.693812815,0.9005005,0.045516042,
FHOD1,1601.616635,0.155830064,0.616929066,0.252589921,0.800585119,0.944274454,0.024901759,
PLXNB2,11617.3759,0.156006332,0.698677155,0.223288154,0.823311246,0.951800483,0.021454079,
RIT1,1310.115915,0.15622037,0.491464314,0.317867168,0.750585698,0.924472873,0.034105828,
MRPL12,227.6244717,0.156238316,0.691944471,0.225796032,0.821360064,0.950871341,0.021878242,
KLHL42,1473.337151,0.156434917,0.319929514,0.488966819,0.624865188,0.873293714,0.058839666,
RNF215,554.0911761,0.156439541,0.37230481,0.420192102,0.674345124,0.89247337,0.049404734,
CREBZF,2313.222631,0.156745775,0.640307331,0.24479772,0.806613059,0.946046455,0.024087537,
CIRBP,12078.74834,0.157376591,0.501478344,0.313825298,0.753653729,0.926292778,0.033251722,
KLHL12,2267.769119,0.157404904,0.337846851,0.465906085,0.641282726,0.880692109,0.055175895,
NLE1,960.7721176,0.157441752,0.494371223,0.318468683,0.750129446,0.924374438,0.034152073,
hsa-mir-6723,3762.549114,0.157509688,1.044356803,0.150819804,0.880117864,0.968209006,0.014030882,
RPL26L1,1224.338242,0.157645712,0.485792683,0.324512322,0.745550195,0.922020574,0.035259388,
